# The Comparative Toxicogenomics Database (CTD) - http://ctdbase.org/
#   Copyright 2012-2020 NC State University. All rights reserved.
#  
# 
# Use is subject to the terms set forth at http://ctdbase.org/about/legal.jsp
# These terms include:
# 
#   1. All forms of publication (e.g., web sites, research papers, databases,
#      software applications, etc.) that use or rely on CTD data must cite CTD.
#      Citation guidelines: http://ctdbase.org/about/publications/#citing
# 
#   2. All electronic or online applications must include hyperlinks from 
#      contexts that use CTD data to the applicable CTD data pages.
#      Linking instructions: http://ctdbase.org/help/linking.jsp
# 
#   3. You must notify CTD, and describe your use of our data:
#      http://ctdbase.org/help/contact.go
# 
#   4. For quality control purposes, you must provide CTD with periodic 
#      access to your publication of our data.
# 
# More information: http://ctdbase.org/downloads/
# 
# Report created: Sun Mar 29 15:41:10 EDT 2020
#
# Fields:
# reference,studyfactors,exposurestressors,receptors,studycountries,mediums,exposuremarkers,diseases,phenotypes,authorsummary
#
14515052,tobacco,Lead^D007854^MESH,Myocardial Infarction^disease^D009203^MESH^Subjects with disease:,Lithuania,,Lead^D007854^MESH,Myocardial Infarction^D009203^MESH,,The aim of the study was to assess the effect of exposure to ambient lead and other environmental factors on first myocardial infarction incidence.
14527844,,Organophosphates^D010755^MESH,^^^^Pregnant females,United States,urine,"Chlorpyrifos^D004390^MESH|Diazinon^D003976^MESH|diethyl phosphate^C034789^MESH|Dimethoate^D004117^MESH|dimethyl phosphate^C007477^MESH|Disulfoton^D004222^MESH|Malathion^D008294^MESH|methidathion^C005828^MESH|methyl demeton^C026086^MESH|Naled^D009267^MESH|O,O-diethyl dithiophosphate^C059015^MESH|O,O-dimethyl phosphorodithioate^C040339^MESH|O,O-dimethyl phosphorothionate^C040340^MESH|thiophosphoric acid^C035638^MESH",,,Our results suggest that a small portion of pregnant women participating in the CHAMACOS study may have cumulative organophosphate pesticide exposures exceeding a health-protective reference value.
14527846,,Disinfectants^D004202^MESH|Halogens^D006219^MESH|Phenols^D010636^MESH|Quaternary Ammonium Compounds^D000644^MESH,^^^^Children,United States,,,Acute Disease^D000208^MESH|Occupational Diseases^D009784^MESH,,"In this study, we addressed the need for more information on chemical exposures in the workplace and found that working youths are at a higher risk of acute occupational disinfectant related illness than are adults."
14527847,,"2,2',3,3',4,4',5-heptachlorobiphenyl^C541131^MESH|2,2',3',4,4',5-hexachlorobiphenyl^C029790^MESH|2,2',4,4',5-pentachlorobiphenyl^C500336^MESH|2,3',4,4',5-pentachlorobiphenyl^C070055^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|DDT^D003634^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|Hexachlorobenzene^D006581^MESH|Lead^D007854^MESH|Mercury^D008628^MESH|nonachlor^C001870^MESH|oxychlordane^C008743^MESH|PCB 180^C410127^MESH|Polychlorinated Biphenyls^D011078^MESH",^^^^Infants or newborns,Canada,"blood, cord","2,2',3,3',4,4',5-heptachlorobiphenyl^C541131^MESH|2,2',3',4,4',5-hexachlorobiphenyl^C029790^MESH|2,2',4,4',5-pentachlorobiphenyl^C500336^MESH|2,3',4,4',5-pentachlorobiphenyl^C070055^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|DDT^D003634^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|Hexachlorobenzene^D006581^MESH|Lead^D007854^MESH|Mercury^D008628^MESH|nonachlor^C001870^MESH|oxychlordane^C008743^MESH|PCB 180^C410127^MESH|Polychlorinated Biphenyls^D011078^MESH",,,"We report the time trends of persistent organic pollutants, mercury, and lead in umbilical cord blood of infants from three communities of the east coast of Hudson Bay in Nunavik."
14527848,genetics,Lead^D007854^MESH,^^^^Children|VDR^gene^7421^GENE^Subjects with gene influence:,United States,blood,Lead^D007854^MESH,,,"This study suggests that VDR-Fok1 polymorphism is an effect modifier of the relationship between floor dust lead exposure and blood lead concentration in non-African-American children, possibly through its effect on gastrointestinal absorption."
14569190,,Vehicle Emissions^D001335^MESH,^^^^Veterans,United States,,,Respiratory Sounds^D012135^MESH|Respiratory Tract Diseases^D012140^MESH,,The results of this study suggest that adults are at risk for persistent wheeze and possibly chronic phlegm if they live near a major roadway.
14594359,,Endocrine Disruptors^D052244^MESH,,United States,"air, indoor|dust","2,2',4,4',5-brominated diphenyl ether^C477694^MESH|2,2',4,4'-tetrabromodiphenyl ether^C511295^MESH|2,3,3',4,4'-pentachlorobiphenyl^C067940^MESH|2,3-dibromopropanol^C016369^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|2,4-dichlorophenol^C004762^MESH|2,4-dihydroxybenzophenone^C121479^MESH|2,5,2',5'-tetrachlorobiphenyl^C009407^MESH|2-phenylphenol^C004369^MESH|3,5,6-trichloro-2-pyridinol^C012587^MESH|4-cumylphenol^C516284^MESH|4-nitrophenol^C024836^MESH|4-nonylphenol^C041594^MESH|4-octylphenol^C080417^MESH|4-phenylphenol^C019046^MESH|alachlor^C000188^MESH|anthracene^C034020^MESH|bendiocarb^C007725^MESH|benz(a)anthracene^C030935^MESH|Benzo(a)pyrene^D001564^MESH|bisphenol A^C006780^MESH|butylbenzyl phthalate^C027561^MESH|butylparaben^C038091^MESH|butylphen^C006862^MESH|Carbaryl^D012721^MESH|Chlordan^D002706^MESH|Chlorpyrifos^D004390^MESH|cypermethrin^C017160^MESH|DDT^D003634^MESH|Diazinon^D003976^MESH|Dibutyl Phthalate^D003993^MESH|Dichlorodiphenyldichloroethane^D003632^MESH|Dichlorodiphenyl Dichloroethylene^D003633^MESH|Dicofol^D004010^MESH|dicyclohexyl phthalate^C036042^MESH|Dieldrin^D004026^MESH|Diethylhexyl Phthalate^D004051^MESH|diethyl phthalate^C007379^MESH|diisobutyl phthalate^C025605^MESH|di-n-hexyl phthalate^C027387^MESH|di-n-propylphthalate^C106479^MESH|dioctyl adipate^C013966^MESH|ethyl-p-hydroxybenzoate^C012313^MESH|Heptachlor^D006533^MESH|Hexachlorocyclohexane^D001556^MESH|Malathion^D008294^MESH|Methoxychlor^D008731^MESH|methylparaben^C015358^MESH|Methyl Parathion^D008743^MESH|pentabrominated diphenyl ether 100^C517827^MESH|Pentachlorophenol^D010416^MESH|Permethrin^D026023^MESH|Piperonyl Butoxide^D010882^MESH|prometone^C005554^MESH|Propoxur^D001074^MESH|pyrene^C030984^MESH|tetrachloroisophthalonitrile^C005806^MESH|Trifluralin^D014274^MESH",,,This study provides a basis for prioritizing toxicology and exposure research for individual endocrine-disrupting compounds and mixtures and provides new tools for exposure assessment in health studies.
14594621,,butylbenzyl phthalate^C027561^MESH|Dibutyl Phthalate^D003993^MESH|Diethylhexyl Phthalate^D004051^MESH|diethyl phthalate^C007379^MESH|diisobutyl phthalate^C025605^MESH|mono-(2-ethylhexyl)phthalate^C016599^MESH|mono-benzyl phthalate^C103325^MESH|monobutyl phthalate^C028577^MESH|monoethyl phthalate^C581825^MESH,^^^^Pregnant females,Poland|United States,air|urine,butylbenzyl phthalate^C027561^MESH|Dibutyl Phthalate^D003993^MESH|Diethylhexyl Phthalate^D004051^MESH|diethyl phthalate^C007379^MESH|diisobutyl phthalate^C025605^MESH|mono-(2-ethylhexyl)phthalate^C016599^MESH|mono-benzyl phthalate^C103325^MESH|monobutyl phthalate^C028577^MESH|monoethyl phthalate^C581825^MESH,,,"As part of the research being conducted by the Columbia Center for Children's Environmental Health, we have measured levels of phthalates in 48-hr personal air samples collected from parallel cohorts of pregnant women in New York, New York, (n = 30) and in Krakow, Poland (n = 30)."
14594622,,Halogenated Diphenyl Ethers^D055768^MESH,^^^^Mothers,United States,"milk, human","2,2',3,4,4',5',6-heptabromodiphenyl ether^C483839^MESH|2,2',4,4',5-brominated diphenyl ether^C477694^MESH|2,2',4,4'-tetrabromodiphenyl ether^C511295^MESH|decabromobiphenyl ether^C010902^MESH|hexabrominated diphenyl ether 153^C517828^MESH|hexabromodiphenyl ether 154^C533761^MESH|pentabrominated diphenyl ether 100^C517827^MESH|pentabromodiphenyl ether^C086401^MESH|tribromodiphenyl ether 28^C533760^MESH",,,"The purpose of this study was to determine whether U.S. women have higher, equal, or lower milk polybrominated diphenyl ether levels than women in other countries. The answer is striking: the 47 individual U.S. women studied here had markedly higher levels in their breast milk compared to Europeans."
14594631,,"1-naphthol^C029350^MESH|2,5-dichlorophenol^C056892^MESH|2-naphthol^C028405^MESH|2-phenylphenol^C004369^MESH|Carbofuran^D002235^MESH|diethyl phosphate^C034789^MESH|dimethyl phosphate^C007477^MESH|O,O-dimethyl phosphorothionate^C040340^MESH|Pentachlorophenol^D010416^MESH",^^^^Mothers,United States,amniotic fluid,"1-naphthol^C029350^MESH|2,5-dichlorophenol^C056892^MESH|2-naphthol^C028405^MESH|2-phenylphenol^C004369^MESH|Carbofuran^D002235^MESH|diethyl phosphate^C034789^MESH|dimethyl phosphate^C007477^MESH|O,O-dimethyl phosphorothionate^C040340^MESH|Pentachlorophenol^D010416^MESH",,,"As a first step in validating this (amniotic fluid) exposure biomarker, we collected 100 amniotic fluid samples slated for disposal and evaluated analytical methods to measure organophosphate and carbamate pesticides and metabolites, synthetic pyrethroid metabolites, herbicides, and chlorinated phenolic compounds."
14594632,,Diethylhexyl Phthalate^D004051^MESH,^^^^Infants or newborns,Italy,"blood, cord",Diethylhexyl Phthalate^D004051^MESH|mono-(2-ethylhexyl)phthalate^C016599^MESH,Prenatal Exposure Delayed Effects^D011297^MESH,,"Our findings confirm the presence of detectable Diethylhexyl Phthalate/mono-(2-ethylhexyl)phthalate in most of the examined newborns at birth, observe phthalate serum concentrations in a wide population of human newborns, and suggest that phthalate exposure is significantly associated with a shorter pregnancy duration."
14634191,,JP8 aviation fuel^C098607^MESH,^^^^Military personnel,United States,"air, breath",Benzene^D001554^MESH|naphthalene^C031721^MESH,,,"Personnel having regular contact with jet propellant type 8 (JP-8) are occasionally exposed to benzene at levels above the current threshold limit value. Among heavily exposed workers, uptake of JP-8 components occurs via both inhalation and dermal contact."
14659948,,"2,2',3',4,4',5-hexachlorobiphenyl^C029790^MESH|2,4,5,2',4',5'-hexachlorobiphenyl^C014024^MESH|Dibenzofurans, Polychlorinated^D000072338^MESH|Endocrine Disruptors^D052244^MESH|PCB 180^C410127^MESH|Polychlorinated Biphenyls^D011078^MESH|Polychlorinated Dibenzodioxins^D000072317^MESH",^^^^Pregnant females,"Taiwan, Province of China","blood|blood, cord|milk, human|placenta","Dibenzofurans, Polychlorinated^D000072338^MESH|Endocrine Disruptors^D052244^MESH|Heterocyclic Compounds^D006571^MESH|Polychlorinated Biphenyls^D011078^MESH|Polychlorinated Dibenzodioxins^D000072317^MESH",,,"This study has provided an indication of polychlorinated biphenyl, polychlorinated dibenzo-p-dioxin, and dibenzofuran  body burden from a group of childbearing aged women and their newborns among the general population in central Taiwan."
14691267,,Air Pollutants^D000393^MESH,^^^^Study subjects,France,,,"Abnormalities, Drug-Induced^D000014^MESH|Congenital Abnormalities^D000013^MESH|Skin Abnormalities^D012868^MESH",,"Several groups of congenital anomalies, in particular obstructive uropathies, appear to occur more often than expected in populations living around municipal solid waste incinerators."
14691275,,Trihalomethanes^D022882^MESH,,United States,serum|water,bromodichloromethane^C025191^MESH|chlorodibromomethane^C032707^MESH|Chloroform^D002725^MESH|Trihalomethanes^D022882^MESH,,,"Quantifying sources of variability in trihalomethane levels allows inferences to be made regarding the relative influences on exposure of factors related to the distribution system, macro- and micro-environmental conditions, treatment characteristics, and errors in sampling and analysis."
14694620,genetics,Asbestos^D001194^MESH,GSTM1^gene^2944^GENE^Subjects with gene influence:|^^^^Workers,China,plasma,Malondialdehyde^D008315^MESH,,,"Both exposure to asbestos and GSTM1 deficiency were related to lipid peroxidation (malondialdehyde levels) in workers, but the role of the former may be more important than that of the latter."
14698926,,Tetrachlorodibenzodioxin^D013749^MESH,Chloracne^disease^D054506^MESH^Controls for disease:|Chloracne^disease^D054506^MESH^Subjects with disease:|^^^^Study subjects,Italy,serum,Tetrachlorodibenzodioxin^D013749^MESH,,,"In summary, female residents of the area near Seveso, Italy, at the time of the 1976 explosion were exposed to high levels of TCDD. Serum TCDD levels were related to a number of factors, particularly zone of residence and age."
14698930,,Methyl Parathion^D008743^MESH,^^^^Children,United States,,,Cognition Disorders^D003072^MESH|Motor Skills Disorders^D019957^MESH,behavior^GO:0007610^GO|memory^GO:0007613^GO,"Our findings suggest that methyl parathion might be associated with subtle changes to short-term memory and attention and contribute to problems with motor skills and some behaviors, but the results of the study are not conclusive."
14754572,,Air Pollutants^D000393^MESH|Particulate Matter^D052638^MESH|Smoke^D012906^MESH,^^^^Study subjects,Ireland,air,Smoke^D012906^MESH,Cardiovascular Diseases^D002318^MESH|Death^D003643^MESH|Respiratory Tract Diseases^D012140^MESH,,"We assessed the associations of particulate pollution (black smoke) and temperature with age-standardized daily mortality rates over 17 years in Dublin, Ireland, using a polynomial distributed lag model of both temperature and particulate air pollution simultaneously through 40 days after exposure."
14754575,,DDT^D003634^MESH,^^^^Study subjects,Brazil|Canada|Denmark|Germany|Ireland|Italy|Mexico|Netherlands|Spain|Switzerland|United States,,Dichlorodiphenyl Dichloroethylene^D003633^MESH,Breast Neoplasms^D001943^MESH,,"The results of the meta-analysis of 22 studies showed no evidence for an association between p,p'-dichlorodiphenyldichloroethane body burden levels and breast cancer risk."
14754577,,Lead^D007854^MESH,^^^^Children|^^^^Infants or newborns|^^^^Mothers,United States,blood,Lead^D007854^MESH,,,This case report demonstrates that an investigation into unexplained lead exposure may need to include site visits by health professionals who are not only bilingual but also culturally sensitive.
14769641,,alachlor^C000188^MESH,^^^^Workers,United States,,,Agricultural Workers' Diseases^D000382^MESH|Hematologic Neoplasms^D019337^MESH|Leukemia^D007938^MESH|Multiple Myeloma^D009101^MESH,,Our findings suggest a possible association between alachlor application and incidence of lymphohematopoietic cancers among applicators in the Agricultural Health Study.
14769642,tobacco,Arsenic^D001151^MESH,Urinary Bladder Neoplasms^disease^D001749^MESH^Controls for disease:|Urinary Bladder Neoplasms^disease^D001749^MESH^Subjects with disease:,Argentina,water,Arsenic^D001151^MESH,Urinary Bladder Neoplasms^D001749^MESH,,This study suggests lower bladder cancer risks for arsenic than predicted from other studies but adds to evidence that the latency for arsenic-induced bladder cancers may be longer than previously thought.
14968857,,Chromium^D002857^MESH|Iron^D007501^MESH|Manganese^D008345^MESH,^^^^Children,United States,air,Chromium^D002857^MESH|Iron^D007501^MESH|Manganese^D008345^MESH,,,"This study focuses on sources, levels, and exposure pathways of manganese, chromium, and iron among inner-city high school students in New York City (NYC) and the contribution of subways."
14990432,,"1,1,1-trichloroethane^C024566^MESH|2,2,4-trimethylpentane^C045798^MESH|3-xylene^C031285^MESH|4-xylene^C031286^MESH|Acetone^D000096^MESH|Benzene^D001554^MESH|chlorobenzene^C031294^MESH|ethyl acetate^C007650^MESH|ethylbenzene^C004912^MESH|ethylene dichloride^C024565^MESH|Heptanes^D006536^MESH|Hexanes^D006586^MESH|Methylene Chloride^D008752^MESH|methylethyl ketone^C005222^MESH|methyl isobutyl ketone^C005458^MESH|octane^C026728^MESH|pentane^C033353^MESH|Toluene^D014050^MESH",^^^^Workers,China,"air, indoor","1,1,1-trichloroethane^C024566^MESH|2,2,4-trimethylpentane^C045798^MESH|3-xylene^C031285^MESH|4-xylene^C031286^MESH|Acetone^D000096^MESH|Benzene^D001554^MESH|chlorobenzene^C031294^MESH|ethyl acetate^C007650^MESH|ethylbenzene^C004912^MESH|ethylene dichloride^C024565^MESH|Heptanes^D006536^MESH|Hexanes^D006586^MESH|Methylene Chloride^D008752^MESH|methylethyl ketone^C005222^MESH|methyl isobutyl ketone^C005458^MESH|octane^C026728^MESH|pentane^C033353^MESH|Toluene^D014050^MESH",,,"Benzene and toluene exposures were determined in part by the degree of contact with glues, the benzene and toluene content of each glue, air movement and ventilation patterns."
14998747,,glyphosate^C010974^MESH,^^^^Children|^^^^Study subjects|^^^^Workers,United States,urine,Herbicides^D006540^MESH,,,"Herein, we present the glyphosate results from the Farm Family Exposure Study (FFES), a biomonitoring study of farmers and their spouses and children."
14998748,,Diethylhexyl Phthalate^D004051^MESH,^^^^Study subjects,United States,serum|urine,mono(2-ethyl-5-hydroxyhexyl) phthalate^C479069^MESH|mono(2-ethyl-5-oxohexyl)phthalate^C080276^MESH|mono-(2-ethylhexyl)phthalate^C016599^MESH,,,"We evaluated mono-(2-ethylhexyl) phthalate and two oxidative metabolites, mono-(2-ethyl-5-oxohexyl) phthalate (MEOHP) and mono-(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP), as markers for exposure to DEHP in 127 paired human urine and serum samples."
14998749,,mono-(2-ethylhexyl)phthalate^C016599^MESH|mono-benzyl phthalate^C103325^MESH|monobutyl phthalate^C028577^MESH|monoethyl phthalate^C581825^MESH,^^^^Study subjects,United States,urine,mono-(2-ethylhexyl)phthalate^C016599^MESH|mono-benzyl phthalate^C103325^MESH|monobutyl phthalate^C028577^MESH|monoethyl phthalate^C581825^MESH,,,"We measured the urinary monoester metabolites of seven commonly used phthalates in approximately 2,540 samples collected from participants of the National Health and Nutrition Examination Survey (NHANES), 1999-2000, who were greater than or equal to 6 years of age."
14998750,,Particulate Matter^D052638^MESH,^^^^Study subjects,United States,air|blood,CRP^1401^GENE|Particulate Matter^D052638^MESH,,gene expression^GO:0010467^GO|regulation of heart contraction^GO:0008016^GO,In this study we explored the effects of air pollution on autonomic function measured by changes in heart rate variability (HRV) and blood markers of inflammation in a panel of 88 elderly subjects from three communities along the Wasatch Front in Utah.
